CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
141536423,492.3,4.2,2,8
141536425,485.9,4.4,2,8
141536431,471.9,4.0,2,8
141536433,429.8,2.9,2,8
141616812,469.9,4.9,1,7
142199546,476.9,4.3,2,7
142389977,475.9,2.9,3,9
142392533,484.0,4.3,1,7
142392571,498.0,4.7,1,7
142392627,500.0,5.0,1,8
142692093,362.8,3.3,2,7
142735665,398.8,3.9,2,6
142735674,426.9,4.7,2,6
142735679,426.9,4.8,2,6
142776694,469.9,4.4,2,7
143132661,340.4,2.5,1,6
143283400,500.0,4.3,2,8
143560240,485.9,3.6,2,8
144474541,500.0,3.8,2,8
144478841,497.9,3.5,2,8
144478967,445.3,4.0,2,6
144479000,463.5,4.6,2,7
144479035,449.5,4.2,2,7
144479049,400.8,4.5,2,6
144479054,456.9,4.6,2,7
144516022,431.8,3.3,3,8
144516023,427.4,3.6,2,8
144516029,487.9,4.6,2,8
144516032,487.9,4.9,3,8
144739851,469.9,4.3,2,8
145337984,489.6,5.0,2,7
145633336,500.0,3.9,2,8
145633346,496.0,4.9,2,7
145633364,472.9,3.6,3,7
145633384,497.9,3.2,3,8
145633394,466.9,3.6,3,9
145638449,485.6,4.8,2,7
145638459,366.4,3.9,2,6
145677762,394.9,4.4,1,7
145789906,421.2,4.1,2,6
146234374,429.8,3.8,2,8
146234375,457.9,3.6,2,8
146246157,457.9,3.8,1,8
146246195,471.9,4.1,1,8
146246202,461.8,3.4,1,9
146246221,487.9,3.9,1,8
146246225,432.8,3.6,1,8
146246290,470.9,3.5,2,7
146246352,456.9,3.9,2,8
146298721,465.9,4.5,2,9
146298725,463.8,4.7,2,9
146298728,446.4,3.2,3,10
146298792,481.9,4.7,2,9
146298793,451.8,4.1,3,9
146411881,386.8,4.1,2,6
146411944,432.8,2.9,2,8
146411948,455.9,4.1,2,7
146411963,473.9,3.1,3,8
146411999,428.8,3.5,2,7
146412032,427.9,3.4,3,7
146940505,486.9,3.9,3,8
147120546,484.0,4.9,2,7
147456515,388.8,4.1,2,6
147918585,332.71,3.5,1,7
147939706,445.9,3.8,1,8
148217459,472.0,4.5,2,7
148815908,492.9,4.9,2,7
148952402,473.9,4.8,2,8
148998051,443.9,3.3,2,8
149185196,485.9,4.4,1,8
149414073,431.8,3.0,3,7
149423979,457.9,3.8,1,8
149423980,457.9,3.8,1,8
149614644,485.9,4.4,2,8
149952166,472.0,4.8,2,8
