CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
139940075,470.4,4.2,1,7
141056111,439.1,4.9,1,5
141169832,471.3,4.0,1,7
141221540,364.4,3.8,2,6
141221555,404.5,5.0,1,6
141221556,393.5,3.6,2,7
141238311,422.7,5.0,1,5
141309059,404.3,3.7,2,6
141461218,422.7,5.0,1,5
141461220,422.7,5.0,1,5
141471041,473.4,4.1,1,7
142018010,374.2,4.4,1,5
142167935,394.5,4.5,1,6
142572897,404.3,3.9,1,6
142572901,390.2,3.6,2,6
142674967,410.5,3.1,1,8
142674973,473.4,4.1,1,7
142674974,445.3,3.3,2,7
142674982,459.3,3.7,2,7
142674988,422.5,4.4,1,7
142674995,445.3,3.3,2,7
142674997,396.4,2.6,2,8
142675002,459.3,3.8,1,7
142675003,346.18,3.7,2,5
142675005,459.3,3.8,1,7
142675030,387.4,4.8,1,6
142675035,380.4,3.0,2,7
142675052,394.5,3.5,1,7
142675054,422.5,4.4,1,7
142677240,402.2,3.6,2,6
142677251,489.4,2.9,3,8
142677253,402.2,3.6,2,6
142677267,457.4,5.0,1,6
142677268,455.3,4.8,1,6
142677273,484.4,4.1,1,7
142778091,402.5,4.6,1,6
143027417,435.6,3.7,2,7
146180764,454.5,3.7,1,7
146182116,438.5,3.7,1,6
150739674,402.5,4.6,1,6
151094375,430.5,4.5,1,7
151385493,433.5,4.7,1,7
153630123,374.2,4.0,1,5
155055689,309.4,4.3,1,5
156329259,370.4,3.1,1,7
156824006,352.4,3.1,2,6
163687664,374.2,4.7,1,5
163787080,380.2,3.9,1,6
166086179,459.3,4.1,2,7
166086399,473.4,4.5,2,7
166515143,475.5,5.0,1,8
166515158,475.5,5.0,1,8
166515161,462.5,3.9,1,9
166515169,461.5,4.6,1,8
166515180,462.5,3.5,1,9
166515209,443.5,2.9,1,9
166515253,475.5,5.0,1,8
167487530,497.4,4.6,1,6
170088513,440.5,3.3,1,7
170368399,402.4,4.9,2,7
170679856,445.4,4.2,2,6
171562390,456.3,3.3,2,7
175224307,409.5,3.2,2,8
176031772,357.4,4.9,1,5
176081529,494.3,4.6,3,6
176081553,494.3,4.6,3,6
7189025,379.5,3.9,2,5
9826718,486.6,4.9,1,8
10138679,448.6,3.8,2,6
10226817,465.6,4.1,2,6
10318072,388.4,4.2,2,7
10362152,376.2,3.7,2,6
10452968,390.2,4.0,1,6
10885218,473.4,4.2,3,7
11213253,457.4,4.7,2,6
11676330,429.9,4.9,1,7
20997976,339.4,4.1,1,6
21002523,388.3,4.8,1,5
21002844,309.32,3.1,1,6
21003005,369.4,4.0,1,7
23904621,437.08,4.5,1,5
25132291,487.4,4.5,1,7
42645377,416.3,4.6,1,6
44243272,397.5,3.2,1,8
44243319,397.5,3.2,1,8
44243362,476.4,3.9,1,8
44243364,476.4,3.9,1,8
44243405,415.5,3.3,1,9
44243408,409.5,3.0,1,8
44243442,412.5,3.0,1,8
49816176,374.2,4.4,1,5
56483706,394.5,4.1,1,7
56557021,445.3,3.4,1,7
60290790,445.3,3.4,1,7
71315180,465.4,4.6,2,7
71315413,465.4,4.5,2,7
71749412,495.4,4.3,2,8
72945805,465.3,4.2,1,8
86951855,388.3,4.4,1,5
87021045,388.3,4.4,1,5
87021114,432.3,4.2,1,6
101088889,403.3,4.5,1,6
102284120,424.5,2.9,1,8
102284123,438.5,2.8,1,8
118112036,420.3,3.5,2,7
121225387,467.28,4.5,2,7
129831726,418.3,4.3,1,5
133308285,394.5,4.0,1,7
142117445,475.5,3.9,1,7
142117457,463.5,3.6,1,7
