CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
11690376,424.3,3.7,1,6
71727605,454.3,3.2,2,7
71727714,468.3,3.8,2,7
71727715,486.3,4.0,2,8
71727718,466.3,2.7,3,7
71727966,468.3,3.7,2,7
71727968,486.3,3.8,2,8
71748159,462.3,3.7,2,6
72950452,478.4,4.5,1,6
73055452,478.3,2.8,2,7
73055453,492.4,3.2,2,7
73055454,476.4,4.1,2,6
73055751,490.4,4.4,2,6
73055752,478.3,2.8,2,7
73055753,492.4,3.2,2,7
73442039,481.3,3.2,2,7
76199330,450.3,3.7,2,6
77844221,486.3,4.2,2,8
78168572,478.3,2.8,2,7
86268776,450.3,3.8,2,6
86268777,450.3,3.8,2,6
91868871,452.3,4.4,3,4
91868872,451.3,4.4,3,5
91885172,450.3,3.7,2,6
91971528,464.3,3.0,2,6
101475428,434.3,3.6,1,6
125374210,450.3,3.7,2,6
131668046,464.3,3.0,2,6
134268800,452.3,2.9,3,7
138108093,464.3,3.0,2,6
143189945,464.3,3.0,2,6
143190055,467.3,4.0,2,7
144712936,463.4,4.9,0,5
144883203,399.8,3.2,2,6
144915441,443.9,3.0,1,6
145401710,446.0,4.2,2,6
145639656,499.3,1.9,3,9
145639662,452.3,2.6,3,7
145639702,483.3,0.8,5,9
145639754,497.3,2.9,3,8
156012804,453.3,4.5,1,6
162295096,451.3,3.5,2,6
162592558,484.3,3.9,1,8
167715052,421.3,3.7,1,5
175673274,415.9,3.1,2,6
176473615,466.3,2.9,2,7
176473616,466.3,3.9,2,6
176473620,466.3,3.7,2,7
176473623,381.4,2.4,2,6
176473631,480.3,3.7,1,8
176473632,496.3,2.3,2,7
176489620,479.3,4.1,1,8
58608415,314.77,2.9,2,4
58659117,448.3,3.2,3,6
58659120,490.4,4.4,2,6
58659180,476.4,3.9,2,6
58659184,462.4,3.6,2,6
58659189,446.4,4.0,2,5
58659207,466.8,4.2,2,5
71538638,483.4,4.5,1,6
71538922,467.4,4.2,1,6
71538924,467.4,4.2,1,6
71538925,483.4,4.5,1,6
117703193,465.4,4.2,1,6
118148493,446.4,4.0,2,5
118667406,446.4,4.0,2,5
123367298,433.3,2.5,2,6
123616142,418.3,3.2,2,5
130252253,426.0,3.7,2,5
